id,condition,measurement,position,trace,marker0,marker1,t_event0,t_event1,delay
12365,ctrl,20160218,2_1,16,ros,pi,inf,-inf,NaN
12366,ctrl,20160218,2_1,17,ros,pi,23.699667,-inf,NaN
12367,ctrl,20160218,2_1,18,ros,pi,inf,NaN,NaN
12368,ctrl,20160218,2_1,19,ros,pi,inf,-inf,NaN
12369,ctrl,20160218,2_1,20,ros,pi,inf,21.368667000000002,NaN
12370,ctrl,20160218,2_1,21,ros,pi,inf,NaN,NaN
12371,ctrl,20160218,2_1,22,ros,pi,inf,12.718667,NaN
12372,ctrl,20160218,2_1,23,ros,pi,inf,-inf,NaN
12373,ctrl,20160218,2_1,24,ros,pi,inf,NaN,NaN
12374,ctrl,20160218,2_1,25,ros,pi,-inf,-inf,NaN
12375,ctrl,20160218,2_1,26,ros,pi,inf,-inf,NaN
12376,ctrl,20160218,2_1,27,ros,pi,inf,NaN,NaN
12377,ctrl,20160218,2_1,28,ros,pi,inf,NaN,NaN
12378,ctrl,20160218,2_1,29,ros,pi,inf,NaN,NaN
12379,ctrl,20160218,2_1,30,ros,pi,inf,NaN,NaN
12380,ctrl,20160218,2_1,31,ros,pi,NaN,NaN,NaN
12381,ctrl,20160218,2_1,32,ros,pi,21.866667,NaN,NaN
12382,ctrl,20160218,2_1,33,ros,pi,inf,NaN,NaN
12383,ctrl,20160422,2_1,1,ros,pi,-inf,NaN,NaN
12384,ctrl,20160422,2_1,2,ros,pi,9.998833,NaN,NaN
12385,ctrl,20160422,2_1,3,ros,pi,5.6881330000000005,NaN,NaN
12386,ctrl,20160422,2_1,4,ros,pi,5.616433000000001,NaN,NaN
12387,ctrl,20160422,2_1,5,ros,pi,7.0361329999999995,NaN,NaN
12388,ctrl,20160422,2_1,6,ros,pi,4.3741330000000005,17.211333,12.8372
12389,ctrl,20160422,2_1,7,ros,pi,7.307133,NaN,NaN
12390,ctrl,20160422,2_1,8,ros,pi,8.378233,NaN,NaN
12391,ctrl,20160422,2_1,9,ros,pi,-inf,NaN,NaN
12392,ctrl,20160422,2_1,10,ros,pi,8.142133,NaN,NaN
12393,ctrl,20160422,2_1,11,ros,pi,9.033933,NaN,NaN
12394,ctrl,20160422,2_1,12,ros,pi,7.168433,inf,NaN
12395,ctrl,20160422,2_1,13,ros,pi,-inf,NaN,NaN
12396,ctrl,20160422,2_1,14,ros,pi,-inf,NaN,NaN
12397,ctrl,20160422,2_1,15,ros,pi,6.077533000000001,11.963333,5.8858
12398,ctrl,20160422,2_1,16,ros,pi,-inf,NaN,NaN
12399,ctrl,20160422,2_1,17,ros,pi,6.332833000000001,NaN,NaN
12400,ctrl,20160422,2_1,18,ros,pi,6.795233,NaN,NaN
12401,ctrl,20160422,2_1,19,ros,pi,-inf,NaN,NaN
12402,ctrl,20160422,2_1,20,ros,pi,10.570233,NaN,NaN
12403,ctrl,20160422,2_1,21,ros,pi,8.267333,NaN,NaN
12404,ctrl,20170308,2_5,1,ros,pi,inf,-inf,NaN
12405,ctrl,20170308,2_5,2,ros,pi,inf,-inf,NaN
12406,ctrl,20170308,2_5,3,ros,pi,inf,NaN,NaN
12407,ctrl,20170308,2_5,4,ros,pi,inf,-inf,NaN
12408,ctrl,20170308,2_5,5,ros,pi,19.101,-inf,NaN
12409,ctrl,20170308,2_5,6,ros,pi,NaN,-inf,NaN
12410,ctrl,20170308,2_5,7,ros,pi,22.0,-inf,NaN
12411,ctrl,20170308,2_5,8,ros,pi,14.104,-inf,NaN
12412,ctrl,20170308,2_5,9,ros,pi,16.560000000000002,-inf,NaN
12413,ctrl,20170308,2_5,10,ros,pi,inf,-inf,NaN
12414,ctrl,20170308,2_5,11,ros,pi,NaN,-inf,NaN
12415,ctrl,20170308,2_5,12,ros,pi,NaN,-inf,NaN
12416,ctrl,20170308,2_5,13,ros,pi,inf,-inf,NaN
12417,ctrl,20170308,2_5,14,ros,pi,NaN,13.797,NaN
12418,ctrl,20170308,2_5,15,ros,pi,-inf,-inf,NaN
12419,ctrl,20170308,2_5,16,ros,pi,NaN,NaN,NaN
12420,ctrl,20170308,2_5,17,ros,pi,inf,NaN,NaN
12421,ctrl,20170308,2_5,18,ros,pi,11.1356,-inf,NaN
12422,ctrl,20170308,2_5,19,ros,pi,inf,11.515,NaN
12423,ctrl,20170308,2_5,20,ros,pi,inf,NaN,NaN
12424,ctrl,20170308,2_5,21,ros,pi,12.509,NaN,NaN
12425,ctrl,20170308,2_5,22,ros,pi,NaN,-inf,NaN
12426,ctrl,20151103,2_7,1,ros,pi,inf,NaN,NaN
12427,ctrl,20151103,2_7,2,ros,pi,inf,NaN,NaN
12428,ctrl,20151103,2_7,3,ros,pi,inf,NaN,NaN
12429,ctrl,20151103,2_7,4,ros,pi,inf,NaN,NaN
12430,ctrl,20151103,2_7,5,ros,pi,inf,NaN,NaN
12431,ctrl,20151103,2_7,6,ros,pi,20.787,NaN,NaN
12432,ctrl,20151103,2_7,7,ros,pi,inf,NaN,NaN
12433,ctrl,20151103,2_7,8,ros,pi,inf,NaN,NaN
12434,ctrl,20151103,2_7,9,ros,pi,25.8,NaN,NaN
12435,ctrl,20151103,2_7,10,ros,pi,inf,NaN,NaN
12436,ctrl,20151103,2_7,11,ros,pi,inf,NaN,NaN
12437,ctrl,20151103,2_7,12,ros,pi,inf,NaN,NaN
12438,ctrl,20151103,2_7,13,ros,pi,inf,NaN,NaN
12439,ctrl,20151103,2_7,14,ros,pi,inf,NaN,NaN
12440,ctrl,20151103,2_7,15,ros,pi,inf,NaN,NaN
12441,ctrl,20151103,2_7,16,ros,pi,inf,NaN,NaN
12442,ctrl,20151103,2_7,17,ros,pi,inf,NaN,NaN
12443,ctrl,20151103,2_7,18,ros,pi,9.378,NaN,NaN
12444,ctrl,20151103,2_7,19,ros,pi,inf,inf,NaN
12445,ctrl,20151103,2_7,20,ros,pi,inf,NaN,NaN
12446,ctrl,20160218,3_1,1,ros,pi,inf,-inf,NaN
12447,ctrl,20160218,3_1,2,ros,pi,inf,NaN,NaN
12448,ctrl,20160218,3_1,3,ros,pi,inf,NaN,NaN
12449,ctrl,20160218,3_1,4,ros,pi,inf,NaN,NaN
12450,ctrl,20160218,3_1,5,ros,pi,inf,NaN,NaN
12451,ctrl,20160218,3_1,6,ros,pi,inf,NaN,NaN
12452,ctrl,20160218,3_1,7,ros,pi,inf,NaN,NaN
12453,ctrl,20160218,3_1,8,ros,pi,20.199667,NaN,NaN
12454,ctrl,20160218,3_1,9,ros,pi,inf,NaN,NaN
12455,ctrl,20160218,3_1,10,ros,pi,inf,NaN,NaN
12456,ctrl,20160218,3_1,11,ros,pi,14.922667,NaN,NaN
12457,ctrl,20160218,3_1,12,ros,pi,9.130167,NaN,NaN
12458,ctrl,20160218,3_1,13,ros,pi,-inf,NaN,NaN
12459,ctrl,20160218,3_1,14,ros,pi,inf,NaN,NaN
12460,ctrl,20160218,3_1,15,ros,pi,10.503767,NaN,NaN
12461,ctrl,20160218,3_1,16,ros,pi,inf,NaN,NaN
12462,ctrl,20160218,3_1,17,ros,pi,inf,NaN,NaN
12463,ctrl,20160218,3_1,18,ros,pi,inf,NaN,NaN
12464,ctrl,20160218,3_1,19,ros,pi,inf,NaN,NaN
12465,ctrl,20160218,3_1,20,ros,pi,inf,NaN,NaN
12466,ctrl,20160218,3_1,21,ros,pi,inf,NaN,NaN
12467,ctrl,20160218,3_1,22,ros,pi,inf,NaN,NaN
12468,ctrl,20160218,3_1,23,ros,pi,inf,NaN,NaN
12469,ctrl,20160218,3_1,24,ros,pi,inf,NaN,NaN
12470,ctrl,20160218,3_1,25,ros,pi,13.383667,NaN,NaN
12471,ctrl,20160218,3_1,26,ros,pi,inf,NaN,NaN
12472,ctrl,20160218,3_1,27,ros,pi,inf,NaN,NaN
12473,ctrl,20160218,3_1,28,ros,pi,inf,NaN,NaN
12474,ctrl,20160218,3_1,29,ros,pi,inf,NaN,NaN
12475,ctrl,20160218,3_1,30,ros,pi,NaN,NaN,NaN
12476,ctrl,20160218,3_1,31,ros,pi,inf,NaN,NaN
12477,ctrl,20160218,3_1,32,ros,pi,inf,NaN,NaN
12478,ctrl,20160218,3_1,33,ros,pi,inf,NaN,NaN
12479,ctrl,20160218,3_1,34,ros,pi,inf,NaN,NaN
12480,ctrl,20160218,3_1,35,ros,pi,NaN,NaN,NaN
12481,ctrl,20160218,3_1,36,ros,pi,inf,NaN,NaN
12482,ctrl,20160218,3_1,37,ros,pi,-inf,NaN,NaN
12483,ctrl,20160218,3_1,38,ros,pi,inf,NaN,NaN
12484,ctrl,20160218,3_1,39,ros,pi,inf,19.265667,NaN
12485,ctrl,20160422,3_1,1,ros,pi,4.975333,NaN,NaN
12486,ctrl,20160422,3_1,2,ros,pi,7.789232999999999,9.465733,1.6765000000000008
12487,ctrl,20160422,3_1,3,ros,pi,6.550732999999999,-inf,NaN
12488,ctrl,20160422,3_1,4,ros,pi,7.181133000000001,-inf,NaN
12489,ctrl,20160422,3_1,5,ros,pi,-inf,-inf,NaN
12490,ctrl,20160422,3_1,6,ros,pi,8.248233,-inf,NaN
12491,ctrl,20160422,3_1,7,ros,pi,11.398333,-inf,NaN
12492,ctrl,20160422,3_1,8,ros,pi,4.404033,-inf,NaN
12493,ctrl,20170308,3_5,1,ros,pi,NaN,-inf,NaN
12494,ctrl,20170308,3_5,2,ros,pi,NaN,-inf,NaN
12495,ctrl,20170308,3_5,3,ros,pi,-inf,-inf,NaN
12496,ctrl,20170308,3_5,4,ros,pi,inf,-inf,NaN
12497,ctrl,20170308,3_5,5,ros,pi,NaN,-inf,NaN
12498,ctrl,20170308,3_5,6,ros,pi,inf,-inf,NaN
12499,ctrl,20170308,3_5,7,ros,pi,inf,NaN,NaN
12500,ctrl,20170308,3_5,8,ros,pi,NaN,NaN,NaN
12501,ctrl,20170308,3_5,9,ros,pi,-inf,-inf,NaN
12502,ctrl,20170308,3_5,10,ros,pi,inf,-inf,NaN
12503,ctrl,20170308,3_5,11,ros,pi,NaN,-inf,NaN
12504,ctrl,20170308,3_5,12,ros,pi,inf,-inf,NaN
12505,ctrl,20170308,3_5,13,ros,pi,NaN,-inf,NaN
12506,ctrl,20170308,3_5,14,ros,pi,NaN,-inf,NaN
12507,ctrl,20170308,3_5,15,ros,pi,-inf,17.791,NaN
12508,ctrl,20170308,3_5,16,ros,pi,NaN,-inf,NaN
12509,ctrl,20170308,3_5,17,ros,pi,-inf,NaN,NaN
12510,ctrl,20170308,3_5,18,ros,pi,inf,-inf,NaN
12511,ctrl,20170308,3_5,19,ros,pi,NaN,-inf,NaN
12512,ctrl,20170308,3_5,20,ros,pi,NaN,-inf,NaN
12513,ctrl,20170308,3_5,21,ros,pi,18.156,-inf,NaN
12514,ctrl,20170308,3_5,22,ros,pi,-inf,-inf,NaN
12515,ctrl,20170308,3_5,23,ros,pi,-inf,-inf,NaN
12516,ctrl,20151103,3_7,1,ros,pi,-inf,-inf,NaN
12517,ctrl,20151103,3_7,2,ros,pi,23.8,-inf,NaN
12518,ctrl,20151103,3_7,3,ros,pi,inf,-inf,NaN
12519,ctrl,20151103,3_7,4,ros,pi,inf,-inf,NaN
12520,ctrl,20151103,3_7,5,ros,pi,inf,-inf,NaN
12521,ctrl,20151103,3_7,6,ros,pi,inf,-inf,NaN
12522,ctrl,20151103,3_7,7,ros,pi,22.633,-inf,NaN
12523,ctrl,20151103,3_7,8,ros,pi,18.201,-inf,NaN
12524,ctrl,20151103,3_7,9,ros,pi,inf,-inf,NaN
12525,ctrl,20151103,3_7,10,ros,pi,-inf,-inf,NaN
12526,ctrl,20151103,3_7,11,ros,pi,14.283,NaN,NaN
12527,ctrl,20151103,3_7,12,ros,pi,-inf,-inf,NaN
12528,ctrl,20151103,3_7,13,ros,pi,inf,-inf,NaN
12529,ctrl,20151103,3_7,14,ros,pi,inf,-inf,NaN
12530,ctrl,20151103,3_7,15,ros,pi,inf,-inf,NaN
12531,ctrl,20151103,3_7,16,ros,pi,inf,-inf,NaN
12532,ctrl,20151103,3_7,17,ros,pi,inf,-inf,NaN
12533,ctrl,20160218,4_1,1,ros,pi,inf,NaN,NaN
12534,ctrl,20160218,4_1,2,ros,pi,14.449667,NaN,NaN
12535,ctrl,20160218,4_1,3,ros,pi,inf,NaN,NaN
12536,ctrl,20160218,4_1,4,ros,pi,inf,NaN,NaN
12537,ctrl,20160218,4_1,5,ros,pi,14.299667,NaN,NaN
12538,ctrl,20160218,4_1,6,ros,pi,inf,NaN,NaN
12539,ctrl,20160218,4_1,7,ros,pi,inf,NaN,NaN
12540,ctrl,20160218,4_1,8,ros,pi,11.716667000000001,NaN,NaN
12541,ctrl,20160218,4_1,9,ros,pi,12.559667000000001,NaN,NaN
12542,ctrl,20160218,4_1,10,ros,pi,inf,-inf,NaN
12543,ctrl,20160218,4_1,11,ros,pi,inf,NaN,NaN
12544,ctrl,20160218,4_1,12,ros,pi,inf,-inf,NaN
12545,ctrl,20160422,4_1,1,ros,pi,6.133133000000001,NaN,NaN
12546,ctrl,20160422,4_1,2,ros,pi,7.942133,-inf,NaN
12547,ctrl,20160422,4_1,3,ros,pi,7.935632999999999,NaN,NaN
12548,ctrl,20160422,4_1,4,ros,pi,7.517233000000001,NaN,NaN
12549,ctrl,20160422,4_1,5,ros,pi,5.710133000000001,6.868532999999999,1.1583999999999985
12550,ctrl,20160422,4_1,6,ros,pi,7.311332999999999,NaN,NaN
12551,ctrl,20160422,4_1,7,ros,pi,8.836833,NaN,NaN
12552,ctrl,20170308,4_5,1,ros,pi,-inf,-inf,NaN
12553,ctrl,20170308,4_5,2,ros,pi,inf,-inf,NaN
12554,ctrl,20170308,4_5,3,ros,pi,16.412,-inf,NaN
12555,ctrl,20170308,4_5,4,ros,pi,16.598,-inf,NaN
12556,ctrl,20170308,4_5,5,ros,pi,-inf,-inf,NaN
12557,ctrl,20170308,4_5,6,ros,pi,-inf,-inf,NaN
12558,ctrl,20170308,4_5,7,ros,pi,-inf,-inf,NaN
12559,ctrl,20170308,4_5,8,ros,pi,inf,-inf,NaN
12560,ctrl,20170308,4_5,9,ros,pi,inf,-inf,NaN
12561,ctrl,20170308,4_5,10,ros,pi,NaN,-inf,NaN
12562,ctrl,20170308,4_5,11,ros,pi,NaN,-inf,NaN
12563,ctrl,20170308,4_5,12,ros,pi,inf,NaN,NaN
12564,ctrl,20170308,4_5,13,ros,pi,18.701,-inf,NaN
12565,ctrl,20170308,4_5,14,ros,pi,NaN,19.319,NaN
12566,ctrl,20170308,4_5,15,ros,pi,15.05,21.421,6.370999999999999
12567,ctrl,20170308,4_5,16,ros,pi,13.848,23.263,9.415000000000001
12568,ctrl,20170308,4_5,17,ros,pi,13.358,-inf,NaN
12569,ctrl,20170308,4_5,18,ros,pi,NaN,-inf,NaN
12570,ctrl,20170308,4_5,19,ros,pi,NaN,-inf,NaN
12571,ctrl,20170308,4_5,20,ros,pi,NaN,-inf,NaN
12572,ctrl,20170308,4_5,21,ros,pi,inf,-inf,NaN
12573,ctrl,20170308,4_5,22,ros,pi,18.501,-inf,NaN
12574,ctrl,20170308,4_5,23,ros,pi,-inf,8.714400000000001,NaN
12575,ctrl,20170308,4_5,24,ros,pi,-inf,-inf,NaN
12576,ctrl,20170308,4_5,25,ros,pi,NaN,-inf,NaN
12577,ctrl,20170308,4_5,26,ros,pi,15.795,-inf,NaN
12578,ctrl,20170308,4_5,27,ros,pi,inf,-inf,NaN
12579,ctrl,20151103,4_7,1,ros,pi,22.867,25.294,2.4269999999999996
12580,ctrl,20151103,4_7,2,ros,pi,inf,NaN,NaN
12581,ctrl,20151103,4_7,3,ros,pi,inf,NaN,NaN
12582,ctrl,20151103,4_7,4,ros,pi,inf,NaN,NaN
12583,ctrl,20151103,4_7,5,ros,pi,16.617,NaN,NaN
12584,ctrl,20151103,4_7,6,ros,pi,inf,NaN,NaN
12585,ctrl,20151103,4_7,7,ros,pi,24.65,NaN,NaN
12586,ctrl,20151103,4_7,8,ros,pi,inf,NaN,NaN
12587,ctrl,20151103,4_7,9,ros,pi,inf,NaN,NaN
12588,ctrl,20151103,4_7,10,ros,pi,inf,NaN,NaN
12589,ctrl,20151103,4_7,11,ros,pi,inf,NaN,NaN
12590,ctrl,20151103,4_7,12,ros,pi,inf,NaN,NaN
12591,ctrl,20151103,4_7,13,ros,pi,inf,NaN,NaN
12592,ctrl,20151103,4_7,14,ros,pi,inf,NaN,NaN
12593,ctrl,20151103,4_7,15,ros,pi,23.683,NaN,NaN
12594,ctrl,20151103,4_7,16,ros,pi,inf,NaN,NaN
12595,ctrl,20151103,4_7,17,ros,pi,20.467,inf,NaN
12596,ctrl,20151103,4_7,18,ros,pi,inf,NaN,NaN
12597,ctrl,20151103,4_7,19,ros,pi,inf,NaN,NaN
12598,ctrl,20151103,4_7,20,ros,pi,inf,NaN,NaN
12599,ctrl,20151103,4_7,21,ros,pi,inf,NaN,NaN
12600,ctrl,20151103,4_7,22,ros,pi,inf,NaN,NaN
12601,ctrl,20151103,4_7,23,ros,pi,inf,NaN,NaN
12602,ctrl,20160218,5_1,1,ros,pi,inf,NaN,NaN
12603,ctrl,20160218,5_1,2,ros,pi,inf,NaN,NaN
12604,ctrl,20160218,5_1,3,ros,pi,NaN,NaN,NaN
12605,ctrl,20160218,5_1,4,ros,pi,inf,NaN,NaN
12606,ctrl,20160218,5_1,5,ros,pi,inf,-inf,NaN
12607,ctrl,20160218,5_1,6,ros,pi,-inf,NaN,NaN
12608,ctrl,20160218,5_1,7,ros,pi,inf,NaN,NaN
12609,ctrl,20160218,5_1,8,ros,pi,inf,-inf,NaN
12610,ctrl,20160218,5_1,9,ros,pi,inf,NaN,NaN
12611,ctrl,20160218,5_1,10,ros,pi,-inf,NaN,NaN
12612,ctrl,20160218,5_1,11,ros,pi,inf,NaN,NaN
12613,ctrl,20160218,5_1,12,ros,pi,20.349667,NaN,NaN
12614,ctrl,20160218,5_1,13,ros,pi,inf,-inf,NaN
12615,ctrl,20160218,5_1,14,ros,pi,NaN,-inf,NaN
12616,ctrl,20160218,5_1,15,ros,pi,-inf,NaN,NaN
12617,ctrl,20160218,5_1,16,ros,pi,inf,NaN,NaN
12618,ctrl,20160218,5_1,17,ros,pi,24.933667,-inf,NaN
12619,ctrl,20160218,5_1,18,ros,pi,inf,-inf,NaN
12620,ctrl,20160218,5_1,19,ros,pi,inf,NaN,NaN
12621,ctrl,20160218,5_1,20,ros,pi,inf,NaN,NaN
12622,ctrl,20160218,5_1,21,ros,pi,inf,-inf,NaN
12623,ctrl,20160218,5_1,22,ros,pi,inf,NaN,NaN
12624,ctrl,20160218,5_1,23,ros,pi,-inf,NaN,NaN
12625,ctrl,20160218,5_1,24,ros,pi,inf,NaN,NaN
12626,ctrl,20160218,5_1,25,ros,pi,inf,NaN,NaN
12627,ctrl,20160218,5_1,26,ros,pi,-inf,-inf,NaN
12628,ctrl,20160218,5_1,27,ros,pi,14.283667000000001,15.565667,1.2819999999999983
12629,ctrl,20160422,5_1,1,ros,pi,7.617133000000001,NaN,NaN
12630,ctrl,20160422,5_1,2,ros,pi,7.101533,NaN,NaN
12631,ctrl,20160422,5_1,3,ros,pi,-inf,NaN,NaN
12632,ctrl,20160422,5_1,4,ros,pi,6.165633,NaN,NaN
12633,ctrl,20170308,5_5,1,ros,pi,-inf,-inf,NaN
12634,ctrl,20170308,5_5,2,ros,pi,15.022,12.997,-2.0250000000000004
12635,ctrl,20170308,5_5,3,ros,pi,NaN,-inf,NaN
12636,ctrl,20170308,5_5,4,ros,pi,-inf,-inf,NaN
12637,ctrl,20170308,5_5,5,ros,pi,-inf,16.119999999999997,NaN
12638,ctrl,20170308,5_5,6,ros,pi,-inf,-inf,NaN
12639,ctrl,20170308,5_5,7,ros,pi,13.619,NaN,NaN
12640,ctrl,20170308,5_5,8,ros,pi,inf,-inf,NaN
12641,ctrl,20170308,5_5,9,ros,pi,NaN,-inf,NaN
12642,ctrl,20170308,5_5,10,ros,pi,-inf,-inf,NaN
12643,ctrl,20170308,5_5,11,ros,pi,NaN,-inf,NaN
12644,ctrl,20170308,5_5,12,ros,pi,17.764,-inf,NaN
12645,ctrl,20170308,5_5,13,ros,pi,-inf,-inf,NaN
12646,ctrl,20151103,5_7,1,ros,pi,inf,NaN,NaN
12647,ctrl,20151103,5_7,2,ros,pi,21.633,inf,NaN
12648,ctrl,20151103,5_7,3,ros,pi,inf,NaN,NaN
12649,ctrl,20151103,5_7,4,ros,pi,inf,NaN,NaN
12650,ctrl,20151103,5_7,5,ros,pi,inf,NaN,NaN
12651,ctrl,20151103,5_7,6,ros,pi,-inf,NaN,NaN
12652,ctrl,20151103,5_7,7,ros,pi,17.367,NaN,NaN
12653,ctrl,20151103,5_7,8,ros,pi,inf,16.756,NaN
12654,ctrl,20151103,5_7,9,ros,pi,19.717,-inf,NaN
12655,ctrl,20160218,6_1,1,ros,pi,inf,-inf,NaN
12656,ctrl,20160218,6_1,2,ros,pi,inf,NaN,NaN
12657,ctrl,20160218,6_1,3,ros,pi,inf,NaN,NaN
12658,ctrl,20160218,6_1,4,ros,pi,inf,-inf,NaN
12659,ctrl,20160218,6_1,5,ros,pi,inf,-inf,NaN
12660,ctrl,20160218,6_1,6,ros,pi,-inf,-inf,NaN
12661,ctrl,20160218,6_1,7,ros,pi,inf,NaN,NaN
12662,ctrl,20160218,6_1,8,ros,pi,inf,NaN,NaN
12663,ctrl,20160218,6_1,9,ros,pi,inf,NaN,NaN
12664,ctrl,20160218,6_1,10,ros,pi,inf,NaN,NaN
12665,ctrl,20160218,6_1,11,ros,pi,inf,NaN,NaN
12666,ctrl,20160218,6_1,12,ros,pi,inf,NaN,NaN
12667,ctrl,20160218,6_1,13,ros,pi,inf,-inf,NaN
12668,ctrl,20160218,6_1,14,ros,pi,inf,NaN,NaN
12669,ctrl,20160218,6_1,15,ros,pi,inf,12.281667,NaN
12670,ctrl,20160218,6_1,16,ros,pi,inf,12.839667,NaN
12671,ctrl,20160218,6_1,17,ros,pi,16.266666999999998,-inf,NaN
12672,ctrl,20160218,6_1,18,ros,pi,inf,NaN,NaN
12673,ctrl,20160218,6_1,19,ros,pi,inf,NaN,NaN
12674,ctrl,20160218,6_1,20,ros,pi,inf,-inf,NaN
12675,ctrl,20160218,6_1,21,ros,pi,inf,NaN,NaN
12676,ctrl,20160218,6_1,22,ros,pi,inf,NaN,NaN
12677,ctrl,20160218,6_1,23,ros,pi,NaN,NaN,NaN
12678,ctrl,20160218,6_1,24,ros,pi,-inf,NaN,NaN
12679,ctrl,20160218,6_1,25,ros,pi,inf,NaN,NaN
12680,ctrl,20160218,6_1,26,ros,pi,inf,NaN,NaN
12681,ctrl,20160218,6_1,27,ros,pi,inf,NaN,NaN
12682,ctrl,20160218,6_1,28,ros,pi,inf,NaN,NaN
12683,ctrl,20160218,6_1,29,ros,pi,-inf,NaN,NaN
12684,ctrl,20160218,6_1,30,ros,pi,inf,inf,NaN
12685,ctrl,20160218,6_1,31,ros,pi,inf,22.939667,NaN
12686,ctrl,20160218,6_1,32,ros,pi,-inf,NaN,NaN
12687,ctrl,20160218,6_1,33,ros,pi,inf,NaN,NaN
12688,ctrl,20160218,6_1,34,ros,pi,inf,NaN,NaN
12689,ctrl,20160422,6_1,1,ros,pi,-inf,18.018333,NaN
12690,ctrl,20160422,6_1,2,ros,pi,5.883333,inf,NaN
12691,ctrl,20170308,6_5,1,ros,pi,14.21,-inf,NaN
12692,ctrl,20170308,6_5,2,ros,pi,NaN,-inf,NaN
12693,ctrl,20170308,6_5,3,ros,pi,inf,-inf,NaN
12694,ctrl,20170308,6_5,4,ros,pi,inf,-inf,NaN
12695,ctrl,20170308,6_5,5,ros,pi,23.65,-inf,NaN
12696,ctrl,20170308,6_5,6,ros,pi,-inf,-inf,NaN
12697,ctrl,20170308,6_5,7,ros,pi,9.4887,-inf,NaN
12698,ctrl,20170308,6_5,8,ros,pi,inf,-inf,NaN
12699,ctrl,20170308,6_5,9,ros,pi,inf,-inf,NaN
12700,ctrl,20170308,6_5,10,ros,pi,inf,-inf,NaN
12701,ctrl,20170308,6_5,11,ros,pi,-inf,-inf,NaN
12702,ctrl,20160218,7_1,1,ros,pi,-inf,-inf,NaN
12703,ctrl,20160218,7_1,2,ros,pi,inf,-inf,NaN
12704,ctrl,20160218,7_1,3,ros,pi,inf,NaN,NaN
12705,ctrl,20160218,7_1,4,ros,pi,22.249667,NaN,NaN
12706,ctrl,20160218,7_1,5,ros,pi,inf,-inf,NaN
12707,ctrl,20160218,7_1,6,ros,pi,-inf,NaN,NaN
12708,ctrl,20160218,7_1,7,ros,pi,inf,NaN,NaN
12709,ctrl,20160218,7_1,8,ros,pi,inf,-inf,NaN
12710,ctrl,20160218,7_1,9,ros,pi,inf,-inf,NaN
12711,ctrl,20160218,7_1,10,ros,pi,-inf,NaN,NaN
12712,ctrl,20160218,7_1,11,ros,pi,inf,-inf,NaN
12713,ctrl,20160218,7_1,12,ros,pi,NaN,NaN,NaN
12714,ctrl,20160218,7_1,13,ros,pi,inf,NaN,NaN
12715,ctrl,20160218,7_1,14,ros,pi,inf,-inf,NaN
12716,ctrl,20160218,7_1,15,ros,pi,inf,NaN,NaN
12717,ctrl,20160218,7_1,16,ros,pi,inf,-inf,NaN
12718,ctrl,20160218,7_1,17,ros,pi,inf,-inf,NaN
12719,ctrl,20160218,7_1,18,ros,pi,inf,NaN,NaN
12720,ctrl,20160218,7_1,19,ros,pi,-inf,-inf,NaN
12721,ctrl,20160218,7_1,20,ros,pi,inf,-inf,NaN
12722,ctrl,20160218,7_1,21,ros,pi,inf,-inf,NaN
12723,ctrl,20160218,7_1,22,ros,pi,inf,NaN,NaN
12724,ctrl,20160218,7_1,23,ros,pi,inf,NaN,NaN
12725,ctrl,20160218,7_1,24,ros,pi,inf,NaN,NaN
12726,ctrl,20160218,7_1,25,ros,pi,-inf,NaN,NaN
12727,ctrl,20160218,7_1,26,ros,pi,inf,-inf,NaN
12728,ctrl,20160218,7_1,27,ros,pi,inf,-inf,NaN
12729,ctrl,20160218,7_1,28,ros,pi,15.262667,NaN,NaN
12730,ctrl,20160218,7_1,29,ros,pi,inf,NaN,NaN
12731,ctrl,20160218,7_1,30,ros,pi,inf,NaN,NaN
12732,ctrl,20160218,7_1,31,ros,pi,inf,NaN,NaN
12733,ctrl,20160218,7_1,32,ros,pi,inf,NaN,NaN
12734,ctrl,20160218,7_1,33,ros,pi,inf,NaN,NaN
12735,ctrl,20160422,7_1,1,ros,pi,9.650133,NaN,NaN
12736,ctrl,20160422,7_1,2,ros,pi,6.518732999999999,14.453332999999999,7.9346
12737,ctrl,20160422,7_1,3,ros,pi,-inf,-inf,NaN
12738,ctrl,20170308,7_5,1,ros,pi,NaN,NaN,NaN
12739,ctrl,20170308,7_5,2,ros,pi,-inf,NaN,NaN
12740,ctrl,20170308,7_5,3,ros,pi,15.549,NaN,NaN
12741,ctrl,20170308,7_5,4,ros,pi,inf,NaN,NaN
12742,ctrl,20170308,7_5,5,ros,pi,10.4917,NaN,NaN
12743,ctrl,20170308,7_5,6,ros,pi,NaN,NaN,NaN
12744,ctrl,20170308,7_5,7,ros,pi,inf,NaN,NaN
12745,ctrl,20170308,7_5,8,ros,pi,NaN,NaN,NaN
12746,ctrl,20170308,7_5,9,ros,pi,NaN,NaN,NaN
12747,ctrl,20170308,7_5,10,ros,pi,inf,NaN,NaN
12748,ctrl,20170308,7_5,11,ros,pi,15.081,NaN,NaN
12749,ctrl,20170308,7_5,12,ros,pi,11.783,NaN,NaN
12750,ctrl,20170308,7_5,13,ros,pi,17.117,NaN,NaN
12751,ctrl,20170308,7_5,14,ros,pi,22.167,NaN,NaN
12752,ctrl,20170308,7_5,15,ros,pi,-inf,NaN,NaN
